,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
1627,Zara,LIFESTYLE,4.3,95.904,33.0,10000000.0,Free,0.0,Everyone,Lifestyle,"July 30, 2018",4.1.0,4.1 and up
1634,Real Estate by Movoto,LIFESTYLE,4.4,3.114,13.0,100000.0,Free,0.0,Everyone,Lifestyle,"February 20, 2018",6.1,4.0.3 and up
1635,Etta Homes,LIFESTYLE,4.2,0.22,15.0,50000.0,Free,0.0,Everyone,Lifestyle,"July 26, 2018",9.1.0,5.0 and up
1636,Houlihan Lawrence,LIFESTYLE,4.4,0.033,23.0,5000.0,Free,0.0,Everyone,Lifestyle,"October 12, 2017",3.9.5,4.2 and up
1637,Home Scouting® MLS Mobile,LIFESTYLE,4.3,1.533,7.7,100000.0,Free,0.0,Everyone,Lifestyle,"September 27, 2016",2.2.6,2.2 and up
1638,Housing-Real Estate & Property,LIFESTYLE,4.1,28.301,,1000000.0,Free,0.0,Everyone,Lifestyle,"July 13, 2018",12.1.0,4.1 and up
1639,ZipRealty Real Estate & Homes,LIFESTYLE,4.0,3.937,15.0,100000.0,Free,0.0,Everyone,Lifestyle,"July 27, 2018",8.3.3,4.4 and up
1640,Sotheby's International Realty,LIFESTYLE,4.2,0.894,25.0,50000.0,Free,0.0,Everyone,Lifestyle,"April 9, 2018",5.600.42,4.0.3 and up
1641,Zoopla Property Search UK - Home to buy & rent,LIFESTYLE,4.1,21.195,,1000000.0,Free,0.0,Everyone,Lifestyle,"June 22, 2018",Varies with device,Varies with device
1642,Neighborhoods & Apartments,LIFESTYLE,3.9,2.042,3.0,100000.0,Free,0.0,Everyone,Lifestyle,"August 28, 2015",3.1.6,4.0 and up
1643,Keller Williams Real Estate,LIFESTYLE,4.4,13.213,22.0,1000000.0,Free,0.0,Everyone,Lifestyle,"March 28, 2018",5.800.04,4.0.3 and up
1644,Relax Rain ~ Rain Sounds,LIFESTYLE,4.6,118.034,,5000000.0,Free,0.0,Everyone,Lifestyle,"August 2, 2018",Varies with device,Varies with device
1645,Relax Ocean ~ Nature Sounds,LIFESTYLE,4.5,9.464,,500000.0,Free,0.0,Everyone,Lifestyle,"July 18, 2017",Varies with device,Varies with device
1646,Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,4.5,10.097,7.5,500000.0,Free,0.0,Everyone,Lifestyle,"April 26, 2018",1.2,4.0 and up
1647,Nature Sounds,LIFESTYLE,4.8,28.588,24.0,1000000.0,Free,0.0,Everyone,Lifestyle,"March 1, 2018",3.1.8,4.0.3 and up
1648,SleepyTime: Bedtime Calculator,LIFESTYLE,4.4,19.621,,500000.0,Free,0.0,Everyone,Lifestyle,"February 27, 2016",Varies with device,Varies with device
1649,White Noise Baby,LIFESTYLE,4.5,10.544,44.0,1000000.0,Free,0.0,Everyone,Lifestyle,"June 18, 2018",5.3,4.1 and up
1650,White Noise ~ Sleeping Sounds,LIFESTYLE,4.5,4.427,,100000.0,Free,0.0,Everyone,Lifestyle,"June 23, 2017",Varies with device,Varies with device
1651,"Journey - Diary, Journal",LIFESTYLE,4.6,50.338,,1000000.0,Free,0.0,Everyone,Lifestyle,"July 23, 2018",Varies with device,Varies with device
1652,7 Day Food Journal Challenge,LIFESTYLE,4.5,3.346,14.0,100000.0,Free,0.0,Teen,Lifestyle,"March 8, 2017",3.6.3,4.0.3 and up
1653,ROBLOX,GAME,4.5,4447.388,67.0,100000000.0,Free,0.0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up
1654,Subway Surfers,GAME,4.5,27722.264,76.0,1000000000.0,Free,0.0,Everyone 10+,Arcade,"July 12, 2018",1.90.0,4.1 and up
1655,Candy Crush Saga,GAME,4.4,22426.677,74.0,500000000.0,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up
1656,Solitaire,GAME,4.7,254.258,23.0,10000000.0,Free,0.0,Everyone,Card,"August 1, 2018",2.137.0,4.1 and up
1657,Bubble Shooter,GAME,4.5,148.897,46.0,10000000.0,Free,0.0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up
1658,Hello Kitty Nail Salon,GAME,4.2,369.203,24.0,50000000.0,Free,0.0,Everyone,Casual;Pretend Play,"April 17, 2018",1.5,4.1 and up
1659,slither.io,GAME,4.4,5234.162,,100000000.0,Free,0.0,Everyone,Action,"November 14, 2017",Varies with device,2.3 and up
1660,Clash Royale,GAME,4.6,23133.508,97.0,100000000.0,Free,0.0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up
1661,Temple Run 2,GAME,4.3,8118.609,62.0,500000000.0,Free,0.0,Everyone,Action,"July 5, 2018",1.49.1,4.0 and up
1662,Pou,GAME,4.3,10485.308,24.0,500000000.0,Free,0.0,Everyone,Casual,"May 25, 2018",1.4.77,4.0 and up
1663,Helix Jump,GAME,4.2,1497.361,33.0,100000000.0,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up
1664,Block Puzzle,GAME,4.6,59.8,7.8,5000000.0,Free,0.0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up
1665,Angry Birds Rio,GAME,4.4,2610.526,46.0,100000000.0,Free,0.0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up
1666,Plants vs. Zombies FREE,GAME,4.4,4066.989,69.0,100000000.0,Free,0.0,Everyone 10+,Strategy,"July 6, 2018",2.2.00,4.1 and up
1667,Sonic Dash,GAME,4.5,3778.921,75.0,100000000.0,Free,0.0,Everyone,Arcade,"July 26, 2018",3.8.5.Go,4.1 and up
1668,Candy Crush Soda Saga,GAME,4.4,6198.563,67.0,100000000.0,Free,0.0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up
1669,Zombie Hunter King,GAME,4.3,10.306,50.0,1000000.0,Free,0.0,Mature 17+,Action,"August 1, 2018",1.0.8,2.3 and up
1670,Clash of Clans,GAME,4.6,44891.723,98.0,100000000.0,Free,0.0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up
1671,Kick the Buddy,GAME,4.3,1000.417,,50000000.0,Free,0.0,Teen,Action,"July 5, 2018",Varies with device,4.4 and up
1672,Block Puzzle Classic Legend !,GAME,4.2,17.039,4.9,5000000.0,Free,0.0,Everyone,Puzzle,"April 13, 2018",2.9,2.3.3 and up
1673,PAC-MAN,GAME,4.2,685.981,37.0,100000000.0,Free,0.0,Everyone,Arcade,"May 15, 2018",6.6.3,4.1 and up
1674,Super Jim Jump - pixel 3d,GAME,4.5,10.393,18.0,1000000.0,Free,0.0,Everyone,Arcade,"July 11, 2018",2.2.3181,4.0 and up
1675,8 Ball Pool,GAME,4.5,14198.297,52.0,100000000.0,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up
1676,Magic Tiles 3,GAME,4.5,592.068,,50000000.0,Free,0.0,Everyone,Music,"August 3, 2018",5.13.007,4.1 and up
1677,Bubble Witch 3 Saga,GAME,4.7,1732.263,78.0,50000000.0,Free,0.0,Everyone,Puzzle,"July 17, 2018",4.8.4,3.0 and up
1678,Word Search,GAME,4.7,295.241,3.9,10000000.0,Free,0.0,Everyone,Word,"June 6, 2018",1.1.3,3.0 and up
1679,Granny,GAME,4.5,1135.631,59.0,50000000.0,Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up
1680,Angry Birds Classic,GAME,4.4,5566.669,97.0,100000000.0,Free,0.0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up
1681,Flow Free,GAME,4.3,1295.557,11.0,100000000.0,Free,0.0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up
1682,Race the Traffic Moto,GAME,3.8,270.687,38.0,10000000.0,Free,0.0,Teen,Racing,"July 20, 2018",1.0.16,4.0.3 and up
1683,Fishdom,GAME,4.6,2157.93,,10000000.0,Free,0.0,Everyone,Puzzle,"July 19, 2018",2.21.5,4.0.3 and up
1684,Galaxy Attack: Alien Shooter,GAME,4.6,506.275,,10000000.0,Free,0.0,Everyone,Arcade,"August 1, 2018",5.66,4.1 and up
1685,Zombie Tsunami,GAME,4.4,4920.817,,100000000.0,Free,0.0,Everyone 10+,Arcade,"June 15, 2018",Varies with device,Varies with device
1686,Bubble Shooter 2,GAME,4.3,23.005,,5000000.0,Free,0.0,Everyone,Arcade,"July 25, 2018",3.5,4.1 and up
1687,Barbie™ Fashion Closet,GAME,4.1,68.057,85.0,10000000.0,Free,0.0,Everyone,Casual;Creativity,"July 30, 2018",1.3.7,4.1 and up
1688,Candy Crush Jelly Saga,GAME,4.3,1300.49,78.0,50000000.0,Free,0.0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up
1689,Hill Climb Racing,GAME,4.4,8923.587,63.0,100000000.0,Free,0.0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up
1690,Gardenscapes,GAME,4.6,4128.732,,50000000.0,Free,0.0,Everyone,Casual,"July 13, 2018",2.6.2,4.0.3 and up
1691,Marble - Temple Quest,GAME,4.3,42.053,24.0,10000000.0,Free,0.0,Everyone,Puzzle,"June 21, 2018",4.9,4.0.3 and up
1692,Shooting King,GAME,4.4,257.724,69.0,10000000.0,Free,0.0,Everyone 10+,Sports,"May 25, 2018",1.4.2,4.0.3 and up
1693,Zombie Catchers,GAME,4.7,990.491,75.0,10000000.0,Free,0.0,Everyone,Action,"May 24, 2018",1.0.27,4.1 and up
1694,Minion Rush: Despicable Me Official Game,GAME,4.5,10216.538,,100000000.0,Free,0.0,Everyone 10+,Casual;Action & Adventure,"July 12, 2018",Varies with device,Varies with device
1695,Farm Heroes Saga,GAME,4.4,7614.13,70.0,100000000.0,Free,0.0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up
1696,Geometry Dash World,GAME,4.6,760.628,63.0,10000000.0,Free,0.0,Everyone,Arcade,"December 22, 2017",1.03,4.0 and up
1697,My Talking Angela,GAME,4.5,9881.829,99.0,100000000.0,Free,0.0,Everyone,Casual,"July 3, 2018",3.7.2.51,4.1 and up
1698,Cut the Rope FULL FREE,GAME,4.4,2123.381,49.0,100000000.0,Free,0.0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up
1699,Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7671.249,,100000000.0,Free,0.0,Mature 17+,Action,"August 2, 2018",Varies with device,Varies with device
1707,Cooking Fever,GAME,4.5,3197.865,82.0,100000000.0,Free,0.0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up
1708,Toon Blast,GAME,4.7,1351.068,,10000000.0,Free,0.0,Everyone,Puzzle,"July 30, 2018",3196,4.1 and up
1709,Score! Hero,GAME,4.6,5418.675,96.0,100000000.0,Free,0.0,Everyone,Sports,"June 13, 2018",1.751,4.4 and up
1712,Toy Blast,GAME,4.7,1889.25,,50000000.0,Free,0.0,Everyone,Puzzle,"July 23, 2018",5423,4.1 and up
1713,Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,183.846,99.0,10000000.0,Free,0.0,Everyone,Action,"July 30, 2018",1.0.6,4.4 and up
1714,Wordscapes,GAME,4.8,230.71,87.0,10000000.0,Free,0.0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up
1718,Garena Free Fire,GAME,4.5,5465.624,53.0,100000000.0,Free,0.0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up
1720,Bowmasters,GAME,4.7,1534.466,,50000000.0,Free,0.0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up
1722,My Talking Tom,GAME,4.5,14891.223,,500000000.0,Free,0.0,Everyone,Casual,"July 19, 2018",4.8.0.132,4.1 and up
1731,Jungle Marble Blast,GAME,4.3,18.985,23.0,5000000.0,Free,0.0,Everyone,Casual,"July 23, 2018",1.5.4,4.0.3 and up
1732,Rider,GAME,4.5,655.067,72.0,10000000.0,Free,0.0,Teen,Arcade,"July 17, 2017",1.2.1,4.0.3 and up
1736,Roll the Ball® - slide puzzle,GAME,4.5,1385.093,35.0,100000000.0,Free,0.0,Everyone,Puzzle,"August 2, 2018",1.7.40,4.1 and up
1737,Talking Tom Gold Run,GAME,4.6,2698.348,78.0,100000000.0,Free,0.0,Everyone,Action,"July 31, 2018",2.8.2.59,4.1 and up
1738,Pixel Art: Color by Number Game,GAME,4.7,1125.017,25.0,10000000.0,Free,0.0,Everyone,Puzzle,"July 17, 2018",3.9.2,4.3 and up
1739,Dream League Soccer 2018,GAME,4.6,9882.639,74.0,100000000.0,Free,0.0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up
1741,Fruits Bomb,GAME,4.4,74.673,17.0,10000000.0,Free,0.0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up
1742,Traffic Racer,GAME,4.5,5387.639,53.0,100000000.0,Free,0.0,Everyone,Racing,"February 27, 2018",2.5,4.1 and up
1743,Hill Climb Racing 2,GAME,4.6,2750.41,,100000000.0,Free,0.0,Everyone,Racing,"August 2, 2018",1.17.2,4.2 and up
1745,Knife Hit,GAME,4.5,461.137,60.0,10000000.0,Free,0.0,Everyone,Arcade,"May 22, 2018",1.7.2,4.0.3 and up
1746,Block Craft 3D: Building Simulator Games For Free,GAME,4.5,946.926,57.0,50000000.0,Free,0.0,Everyone,Simulation,"March 5, 2018",2.10.2,4.0.3 and up
1747,Farm Fruit Pop: Party Time,GAME,4.4,9.305,14.0,1000000.0,Free,0.0,Everyone,Casual,"August 2, 2018",1.9.2,4.0.3 and up
1753,Love Balls,GAME,4.2,360.63,40.0,50000000.0,Free,0.0,Everyone,Puzzle,"July 31, 2018",1.2.7,4.1 and up
1758,Hungry Shark Evolution,GAME,4.5,6074.334,100.0,100000000.0,Free,0.0,Teen,Arcade,"July 25, 2018",6.0.0,4.1 and up
1763,Piano Tiles 2™,GAME,4.7,8118.88,,100000000.0,Free,0.0,Everyone,Arcade,"August 3, 2018",3.1.0.226,4.1 and up
1764,Pokémon GO,GAME,4.1,10424.925,85.0,100000000.0,Free,0.0,Everyone,Adventure,"July 23, 2018",0.111.3,4.4 and up
1766,Paint Hit,GAME,4.4,37.023,33.0,10000000.0,Free,0.0,Everyone,Casual,"July 6, 2018",5.200,5.0 and up
1767,Snake VS Block,GAME,4.2,422.244,32.0,50000000.0,Free,0.0,Teen,Arcade,"April 23, 2018",1.24,4.1 and up
1768,Rolly Vortex,GAME,4.4,98.123,40.0,10000000.0,Free,0.0,Teen,Arcade,"May 25, 2018",1.7.0,4.1 and up
1769,Woody Puzzle,GAME,4.7,21.262,29.0,1000000.0,Free,0.0,Everyone,Puzzle,"August 3, 2018",1.0.9,4.4 and up
1770,Stack Jump,GAME,4.3,118.253,40.0,10000000.0,Free,0.0,Teen,Arcade,"May 3, 2018",1.4.6,4.1 and up
1771,Color by Number – New Coloring Book,GAME,4.7,141.529,24.0,5000000.0,Free,0.0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up
1772,The Cube,GAME,4.2,70.226,38.0,5000000.0,Free,0.0,Everyone,Arcade,"July 25, 2018",1.2.9,4.1 and up
1773,Extreme Car Driving Simulator,GAME,4.3,2251.012,52.0,100000000.0,Free,0.0,Everyone,Racing,"May 3, 2018",4.17.2,4.0 and up
1774,Bricks n Balls,GAME,4.4,30.253,,1000000.0,Free,0.0,Everyone,Casual,"August 5, 2018",1.0.1.049,4.1 and up
1775,The Fish Master!,GAME,4.1,15.763,54.0,1000000.0,Free,0.0,Everyone,Arcade,"July 17, 2018",1.6,4.1 and up
1776,Color Road,GAME,4.1,84.911,71.0,10000000.0,Free,0.0,Everyone,Arcade,"July 19, 2018",2.5.0,4.1 and up
1777,Draw In,GAME,4.2,46.416,73.0,10000000.0,Free,0.0,Everyone,Arcade,"July 23, 2018",1.0.8,4.1 and up
1779,PLANK!,GAME,4.7,7.196,38.0,500000.0,Free,0.0,Everyone,Arcade,"July 17, 2018",1.0.2,4.3 and up
1780,Looper!,GAME,4.6,48.256,62.0,1000000.0,Free,0.0,Everyone,Puzzle,"July 20, 2018",1.2.0,4.1 and up
1781,Trivia Crack,GAME,4.5,6427.773,95.0,100000000.0,Free,0.0,Everyone,Trivia,"August 3, 2018",2.79.0,4.1 and up
1782,Will it Crush?,GAME,3.1,25.825,16.0,5000000.0,Free,0.0,Everyone,Simulation,"May 22, 2018",1.3.3,4.4 and up
1783,Tomb of the Mask,GAME,4.1,55.38,39.0,5000000.0,Free,0.0,Everyone,Action,"July 24, 2018",1.2.1,5.0 and up
1784,Baseball Boy!,GAME,3.4,148.177,78.0,10000000.0,Free,0.0,Everyone,Arcade,"July 27, 2018",1.7.2,4.1 and up
1785,PUBG MOBILE,GAME,4.4,3715.656,36.0,50000000.0,Free,0.0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up
1786,Episode - Choose Your Story,GAME,4.3,1841.061,,50000000.0,Free,0.0,Teen,Simulation,"July 31, 2018",Varies with device,Varies with device
1787,Hello Stars,GAME,4.6,101.686,31.0,10000000.0,Free,0.0,Everyone,Puzzle,"August 4, 2018",1.8.2,4.1 and up
1788,Run Sausage Run!,GAME,4.4,275.447,,10000000.0,Free,0.0,Everyone 10+,Arcade,"August 1, 2018",Varies with device,4.1 and up
1789,Tank Stars,GAME,4.3,174.755,98.0,10000000.0,Free,0.0,Everyone 10+,Arcade,"July 11, 2018",1.1.1,5.0 and up
1790,Castle Clash: Heroes of the Empire US,GAME,4.6,4578.476,24.0,50000000.0,Free,0.0,Everyone 10+,Strategy,"July 17, 2018",1.4.51,4.1 and up
1791,Hole.io,GAME,4.2,145.353,85.0,10000000.0,Free,0.0,Teen,Arcade,"July 24, 2018",1.3.1,4.1 and up
1793,Mini Golf King - Multiplayer Game,GAME,4.5,531.458,100.0,5000000.0,Free,0.0,Everyone,Sports,"July 20, 2018",3.04.1,4.0.3 and up
1795,Flip the Gun - Simulator Game,GAME,4.2,195.558,86.0,10000000.0,Free,0.0,Everyone,Arcade,"July 26, 2018",1.2,5.0 and up
1796,Mad Skills BMX 2,GAME,4.5,29.94,80.0,1000000.0,Free,0.0,Everyone,Action,"July 26, 2018",1.1.4,4.1 and up
1798,"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",GAME,4.4,41.975,79.0,1000000.0,Free,0.0,Everyone,Racing,"July 19, 2018",3.00.11034,5.0 and up
1799,Word Link,GAME,4.6,216.675,30.0,10000000.0,Free,0.0,Everyone,Word,"August 1, 2018",2.2.7,4.1 and up
1800,Last Day on Earth: Survival,GAME,4.5,2311.785,87.0,10000000.0,Free,0.0,Teen,Action,"August 1, 2018",1.9.3,4.1 and up
1801,MARVEL Strike Force,GAME,4.3,165.888,91.0,5000000.0,Free,0.0,Teen,Role Playing,"July 31, 2018",1.4.0,4.4 and up
1802,Partymasters - Fun Idle Game,GAME,4.6,541.144,63.0,10000000.0,Free,0.0,Teen,Arcade,"July 12, 2018",1.2.5,5.0 and up
1803,Harry Potter: Hogwarts Mystery,GAME,4.4,1107.31,,10000000.0,Free,0.0,Teen,Adventure,"August 1, 2018",1.8.2,4.4 and up
1804,Offroad Outlaws,GAME,4.4,29.168,,1000000.0,Free,0.0,Everyone,Racing,"May 29, 2018",2.0.1,4.1 and up
1805,Grim Soul: Dark Fantasy Survival,GAME,4.5,189.773,95.0,5000000.0,Free,0.0,Teen,Role Playing,"July 18, 2018",1.1.1,4.1 and up
1806,DRAGON BALL LEGENDS,GAME,4.6,337.752,48.0,5000000.0,Free,0.0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up
1807,Disney Heroes: Battle Mode,GAME,4.6,102.107,,5000000.0,Free,0.0,Everyone 10+,Strategy,"July 31, 2018",1.2.2,Varies with device
1808,Homescapes,GAME,4.6,3093.358,,10000000.0,Free,0.0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up
1809,New YAHTZEE® With Buddies Dice Game,GAME,4.1,42.079,93.0,5000000.0,Free,0.0,Everyone,Board,"July 5, 2018",5.6.5,4.1 and up
1810,Word Crossy - A crossword game,GAME,4.5,240.416,53.0,5000000.0,Free,0.0,Everyone,Word,"August 1, 2018",2.2.3,4.0.3 and up
1811,MLB TAP SPORTS BASEBALL 2018,GAME,4.6,32.506,82.0,1000000.0,Free,0.0,Everyone,Sports,"June 27, 2018",1.2.1,4.2 and up
1812,Hero Hunters,GAME,4.4,70.747,99.0,5000000.0,Free,0.0,Teen,Action,"July 31, 2018",1.7,4.4 and up
1813,Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358.817,49.0,10000000.0,Free,0.0,Everyone,Arcade,"July 30, 2018",1.2.2,4.1 and up
1814,Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,4.6,15.403,25.0,1000000.0,Free,0.0,Everyone,Casual,"August 2, 2018",1.8.1,4.1 and up
1815,TerraGenesis - Space Colony,GAME,4.3,38.957,,1000000.0,Free,0.0,Everyone,Simulation,"August 2, 2018",4.9.31,Varies with device
1816,Merge Dragons!,GAME,4.5,214.777,91.0,5000000.0,Free,0.0,Everyone,Puzzle,"July 30, 2018",3.6.0,4.1 and up
1817,SHADOWGUN LEGENDS,GAME,4.6,100.609,52.0,1000000.0,Free,0.0,Teen,Action,"July 16, 2018",0.5.4,6.0 and up
1818,RULES OF SURVIVAL,GAME,4.2,1343.866,56.0,10000000.0,Free,0.0,Teen,Action,"August 1, 2018",1.180271.184729,4.0 and up
1819,Mafia City,GAME,4.5,168.717,56.0,10000000.0,Free,0.0,Mature 17+,Strategy,"August 3, 2018",1.3.205,2.3 and up
1820,"Cash, Inc. Money Clicker Game & Business Adventure",GAME,4.8,549.72,85.0,10000000.0,Free,0.0,Everyone,Simulation,"July 19, 2018",2.1.1.4.0,4.4 and up
1821,Dino War: Rise of Beasts,GAME,4.1,18.996,81.0,1000000.0,Free,0.0,Teen,Strategy,"August 1, 2018",1.5.2,4.1 and up
1822,Tokyo Ghoul: Dark War,GAME,4.3,25.094,82.0,1000000.0,Free,0.0,Teen,Role Playing,"July 6, 2018",1.2.0,4.3 and up
1823,Last Shelter: Survival,GAME,4.4,93.033,98.0,5000000.0,Free,0.0,Teen,Strategy,"August 4, 2018",1.250.078,4.0.3 and up
1824,Guns of Glory,GAME,4.0,120.592,77.0,10000000.0,Free,0.0,Everyone 10+,Strategy,"July 31, 2018",2.0.2,4.0.3 and up
1825,Lineage 2: Revolution,GAME,4.2,187.972,99.0,5000000.0,Free,0.0,Teen,Role Playing,"July 11, 2018",1.05.20,4.4 and up
1826,Final Fantasy XV: A New Empire,GAME,4.0,484.981,,10000000.0,Free,0.0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up
1827,Girls' Frontline,GAME,4.2,2.055,96.0,100000.0,Free,0.0,Teen,Strategy,"May 18, 2018",2.0081_206,4.0.3 and up
1828,Chapters: Interactive Stories,GAME,4.5,73.539,96.0,1000000.0,Free,0.0,Mature 17+,Role Playing,"August 2, 2018",1.3.3,4.3 and up
1829,Honkai Impact 3rd,GAME,4.7,59.017,82.0,1000000.0,Free,0.0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up
1830,Master of Eternity(MOE),GAME,4.2,5.829,70.0,100000.0,Free,0.0,Teen,Strategy,"July 26, 2018",1.8.2,4.4 and up
1831,The Game of Life,GAME,4.4,18.621,63.0,100000.0,Paid,2.99,Everyone,Board,"July 4, 2018",2.1.2,4.4 and up
1832,Clue,GAME,4.6,19.922,35.0,100000.0,Paid,1.99,Everyone 10+,Board,"July 30, 2018",2.2.5,5.0 and up
1833,The Room: Old Sins,GAME,4.9,21.119,48.0,100000.0,Paid,4.99,Everyone,Puzzle,"April 18, 2018",1.0.1,4.4 and up
1834,The Escapists,GAME,4.4,7.412,84.0,100000.0,Paid,4.99,Teen,Strategy,"April 26, 2018",1.1.0,2.3 and up
1835,Farming Simulator 18,GAME,4.5,18.125,15.0,100000.0,Paid,4.99,Everyone,Simulation;Education,"July 9, 2018",Varies with device,4.4 and up
1836,RollerCoaster Tycoon® Classic,GAME,4.6,10.795,69.0,100000.0,Paid,5.99,Everyone,Simulation,"December 21, 2017",1.2.1.1712080,4.0.3 and up
1837,Call of Duty:Black Ops Zombies,GAME,4.2,13.004,46.0,100000.0,Paid,6.99,Teen,Action,"December 20, 2016",1.0.11,2.3.3 and up
1838,Star Wars ™: DIRTY,GAME,4.5,38.207,15.0,100000.0,Paid,9.99,Teen,Role Playing,"October 19, 2015",1.0.6,4.1 and up
1839,Monument Valley 2,GAME,4.6,9.394,33.0,100000.0,Paid,4.99,Everyone,Puzzle,"November 30, 2017",1.2.9,4.4 and up
1843,Angry Birds 2,GAME,4.6,3883.589,57.0,100000000.0,Free,0.0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up
1845,Fallout Shelter,GAME,4.6,2719.142,25.0,10000000.0,Free,0.0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up
1848,The Sims™ FreePlay,GAME,4.3,931.595,31.0,10000000.0,Free,0.0,Teen,Simulation,"July 16, 2018",5.39.1,4.0.3 and up
1850,Best Fiends - Free Puzzle Game,GAME,4.6,1480.189,,10000000.0,Free,0.0,Everyone,Casual,"August 2, 2018",5.8.1,Varies with device
1851,MARVEL Contest of Champions,GAME,4.3,2468.063,92.0,50000000.0,Free,0.0,Teen,Action,"July 30, 2018",19.1.0,4.0.3 and up
1852,Jurassic World™ Alive,GAME,4.3,309.176,70.0,5000000.0,Free,0.0,Everyone 10+,Simulation,"August 2, 2018",1.3.15,4.4 and up
1853,Choices: Stories You Play,GAME,4.6,807.338,93.0,10000000.0,Free,0.0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up
1854,Solitaire TriPeaks,GAME,4.5,446.434,52.0,10000000.0,Free,0.0,Everyone,Card,"August 1, 2018",4.6.2.46103,4.0.3 and up
1856,The Walking Dead: Road to Survival,GAME,4.2,522.466,37.0,10000000.0,Free,0.0,Mature 17+,Role Playing,"June 19, 2018",12.0.4.62276,4.0.3 and up
1857,Hustle Castle: Fantasy Kingdom,GAME,4.7,584.126,64.0,10000000.0,Free,0.0,Everyone 10+,Role Playing,"July 27, 2018",1.5.4,4.1 and up
1858,Might & Magic: Elemental Guardians,GAME,4.3,32.551,35.0,500000.0,Free,0.0,Mature 17+,Role Playing,"July 12, 2018",1.93,4.4 and up
1859,Game of Thrones: Conquest™,GAME,4.0,90.218,97.0,1000000.0,Free,0.0,Teen,Strategy,"August 3, 2018",1.8.225278,6.0 and up
1860,Love Nikki-Dress UP Queen,GAME,4.4,212.524,93.0,5000000.0,Free,0.0,Everyone,Role Playing,"July 24, 2018",3.0.0,4.0.3 and up
1861,Summoners War,GAME,4.3,2045.554,28.0,50000000.0,Free,0.0,Teen,Role Playing,"July 30, 2018",4.0.1,4.0.3 and up
1862,FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745.684,83.0,5000000.0,Free,0.0,Teen,Role Playing,"July 17, 2018",3.0.2,4.0.3 and up
1863,Idle Heroes,GAME,4.7,416.54,99.0,10000000.0,Free,0.0,Everyone 10+,Role Playing,"May 30, 2018",1.14.0,2.3 and up
1864,Fate/Grand Order (English),GAME,4.4,16.601,55.0,500000.0,Free,0.0,Teen,Role Playing,"July 26, 2018",1.18.0,4.0 and up
1866,Lords Mobile: Battle of the Empires - Strategy RPG,GAME,4.4,3057.481,14.0,50000000.0,Free,0.0,Teen,Strategy,"July 26, 2018",1.76,2.3 and up
1867,War and Order,GAME,4.3,224.514,81.0,5000000.0,Free,0.0,Teen,Strategy,"July 18, 2018",1.1.8,4.0.3 and up
1868,Dungeon Hunter Champions: Epic Online Action RPG,GAME,4.2,26.247,,1000000.0,Free,0.0,Teen,Role Playing,"July 26, 2018",1.1.40,4.0.3 and up
